person_tmdbId,bio,born,bornIn,died,person_imdbId,name,person_poster,person_url
5588,"Alicia Silverstone ( born October 4, 1976) is an American actress, author, and former fashion model.  She first came to widespread attention in music videos for Aerosmith, and is perhaps best known for her roles in Hollywood films such as Clueless (1995) and her portrayal of Batgirl in Batman & Robin (1997)...",1976-10-04,"San Francisco, California, USA",,224,Alicia Silverstone,https://image.tmdb.org/t/p/w440_and_h660_face/pyxqkP4i0ubVdoRe5hoiiiwkHkb.jpg,https://themoviedb.org/person/5588
5656,"Noah Baumbach is an American filmmaker.  He has written and directed the films The Squid and the Whale and Marriage Story, for both of which he was nominated for the Academy Award for Best Original Screenplay...",1969-09-03,"Brooklyn, New York, USA",,876,Noah Baumbach,https://image.tmdb.org/t/p/w440_and_h660_face/pNCt2m8jfiX3YOiCdnJT3OPxNvm.jpg,https://themoviedb.org/person/5656
5657,"Anjelica Huston (born July 8, 1951) is an American actress.  Huston became the third generation of her family to win an Academy Award, for her performance in 1985's Prizzi's Honor, joining her father, director John Huston, and grandfather, actor Walter Huston.  She later was nominated in 1989 and 1990 for her acting in Enemies, a Love Story and The Grifters respectively...",1951-07-08,"Santa Monica, California, USA",,1378,Anjelica Huston,https://image.tmdb.org/t/p/w440_and_h660_face/6hnYeHa7Rc1w1MmQ3JsLSIb7yCX.jpg,https://themoviedb.org/person/5657
5658,"Sir Michael Gambon is an Irish-British actor who has worked in theatre, television and film.  A highly respected theatre actor, Gambon is recognised for his role in The Singing Detective and for his role as Albus Dumbledore in the Harry Potter film series, replacing the late actor Richard Harris. 

Gambon was born in Cabra, Dublin during World War II.  His father, Edward Gambon, was an engineer, and his mother, Mary, was a seamstress...",1940-10-19,"Cabra, Dublin, Ireland",,2091,Michael Gambon,https://image.tmdb.org/t/p/w440_and_h660_face/blSvhjedLYFh0JrLPuOmHG1sjUu.jpg,https://themoviedb.org/person/5658
5724,"Denis Colin Leary (born August 18, 1957) is an American actor, comedian, writer, director and film producer.  Leary is known for his biting, fast paced comedic style and chain smoking.  He is the star and co-creator of the television show Rescue Me, which ended its seventh and final season on September 7, 2011.  Leary has starred in many motion pictures, most recently as CaptainGeorge Stacy in Marc Webb's 2012 film The Amazing Spider-Man and the voice of Diego in the animated Ice Age series...",1957-08-18,"Worcester, Massachusetts, USA",,1459,Denis Leary,https://image.tmdb.org/t/p/w440_and_h660_face/1vYNcuEbkvEnS340vldUyUu4D7H.jpg,https://themoviedb.org/person/5724
6067,"From Wikipedia, the free encyclopedia. 

Jay Olcutt Sanders (born April 16, 1953) is an American character actor. 

Sanders was born in Austin, Texas, to Phyllis Rae (née Aden) and James Olcutt Sanders.  He is noted for playing Mob lawyer character Steven Kordo in the 1986-88 NBC detective series Crime Story.  He is also known as the narrator for the PBS series Wide Angle from 2002–2009 and has served as narrator for a number of Nova episodes starting in 2007...",1953-04-16,"Austin, Texas, USA",,761587,Jay O. Sanders,https://image.tmdb.org/t/p/w440_and_h660_face/omKTFUvCq1Dt8WoCg5hJEVAWBmw.jpg,https://themoviedb.org/person/6067
6104,"From Wikipedia, the free encyclopedia.   

Julian R.  Sands (born 4 January 1958) is an English actor, known for his roles in the Best Picture nominee The Killing Fields, the cult film Warlock, A Room with a View, Arachnophobia, Vatel and the television series 24...",1958-01-04,"Otley, Yorkshire, England, UK",,1696,Julian Sands,https://image.tmdb.org/t/p/w440_and_h660_face/8TYtEyKZle2B3cUYT7FBM9HJRtZ.jpg,https://themoviedb.org/person/6104
6105,"From Wikipedia, the free encyclopedia. 

Richard Philip Lewis (born June 29, 1947) is an American comedian and actor...",1947-06-29,Brooklyn - New York - USA,,507659,Richard Lewis,https://image.tmdb.org/t/p/w440_and_h660_face/4ICUjOwcaRPbUud8uHFgWkNODvc.jpg,https://themoviedb.org/person/6105
6106,"From Wikipedia, the free encyclopedia.   Steven Robert Weber (born March 4, 1961) is an American actor.  He is best known for his role in the television show Wings which aired throughout the 1990s on NBC. 

Description above from the Wikipedia article Steven Weber, licensed under CC-BY-SA,full list of contributors on Wikipedia...",1961-03-04,"Briarwood, Queens, New York, USA",,1836,Steven Weber,https://image.tmdb.org/t/p/w440_and_h660_face/8FtkapenCOpe39eE1sQus5WLWAq.jpg,https://themoviedb.org/person/6106
6111,"From Wikipedia, the free encyclopedia. 

Michael ""Mike"" Figgis (born 28 February 1948) is an English film director, writer, and composer...",1948-02-28,"Carlisle, Cumberland, England, UK",,1214,Mike Figgis,,https://themoviedb.org/person/6111
6171,,,,,825692,Victor Steinbach,,https://themoviedb.org/person/6171
6199,"An English actress and voice artist.  Her earliest roles were in theatre and after several supporting roles in film and television she won a BAFTA Award for her role in The Age of Innocence (1993). 

Description above from the Wikipedia article Miriam Margolyes, licensed under CC-BY-SA,full list of contributors on Wikipedia...",1941-05-18,"Oxford, England, UK",,546816,Miriam Margolyes,https://image.tmdb.org/t/p/w440_and_h660_face/93k0aFwiuDT5sIS3oTX1jKgUYXE.jpg,https://themoviedb.org/person/6199
6280,"From Wikipedia, the free encyclopedia. 

Powers Allen Boothe (born June 1, 1948) is an American television and film actor.  Some of his most notable roles include his Emmy-winning 1980 portrayal of Jim Jones and his turn as Cy Tolliver on Deadwood, as well as Vice-President Noah Daniels on 24. 

Description above from the Wikipedia article Powers Boothe, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1948-06-01,"Snyder, Texas, U.S.",2017-05-14,959,Powers Boothe,https://image.tmdb.org/t/p/w440_and_h660_face/qk1KVY5N83MsO4Qvg4W1JA8SNFH.jpg,https://themoviedb.org/person/6280
6416,"Polly Walker (born 19 May 1966) is an English actress. 

Description above from the Wikipedia article Polly Walker, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1966-05-19,"Warrington, Cheshire, England, UK",,908116,Polly Walker,https://image.tmdb.org/t/p/w440_and_h660_face/lfXAWi15IUiRna1kMWWfShC3N6Z.jpg,https://themoviedb.org/person/6416
6450,"Dorothy Faye Dunaway (born January 14, 1941) is an American actress.  She is the recipient of such accolades as an Academy Award, three Golden Globes, and a British Academy Film Award. 

Her career began in the early 1960s on Broadway.  She made her screen debut in the 1967 film The Happening, and rose to fame that same year with her portrayal of outlaw Bonnie Parker in Arthur Penn's Bonnie and Clyde, for which she received her first Academy Award nomination...",1941-01-14,"Bascom, Florida, USA",,1159,Faye Dunaway,https://image.tmdb.org/t/p/w440_and_h660_face/pJosGn38UGzAcTMvhvCanbe9cB5.jpg,https://themoviedb.org/person/6450
6692,"Caroline Goodall (born November 13, 1959) is a British actress and screenwriter...",1959-11-13,"London, England, UK",,328751,Caroline Goodall,https://image.tmdb.org/t/p/w440_and_h660_face/4cagGtMqACvkuw6Llq8Li8UJ1AR.jpg,https://themoviedb.org/person/6692
6837,"Walter Matthau (October 1, 1920 – July 1, 2000) was an American actor and comedian.  He has won an Academy Award, a Golden Globe Award, a BAFTA, and two Tony Awards, and has been nominated for a Primetime Emmy Award...",1920-10-01,"New York City, New York, USA",2000-07-01,527,Walter Matthau,https://image.tmdb.org/t/p/w440_and_h660_face/c3dCBlyf12yTNhS2sdSXRFaBatj.jpg,https://themoviedb.org/person/6837
6862,"Freddy Rodriguez (born January 17, 1975 from two Puerto Rican parents) is an American actor known for playing the characters Hector Federico ""Rico"" Diaz on HBO's Six Feet Under and El Wray in Robert Rodriguez's Planet Terror.  Recently, he was a recurring cast member on the series Ugly Betty as Giovanni ""Gio"" Rossi...",1975-01-17,Chicago - Illinois - USA,,135585,Freddy Rodríguez,https://image.tmdb.org/t/p/w440_and_h660_face/lxBSNLtNmIuRAMhmLF2TBYEgLl9.jpg,https://themoviedb.org/person/6862
6886,"Precocious, outspoken child-teen starlet of the 1990s, Christina Ricci is an American actress and producer.  She is known for playing unconventional characters with a dark edge.  Ricci is the recipient of several accolades, including a National Board of Review Award for Best Supporting Actress and a Satellite Award for Best Actress, as well as Golden Globe, Primetime Emmy, Screen Actors Guild, and Independent Spirit Award nominations...",1980-02-12,"Santa Monica, California, USA",,207,Christina Ricci,https://image.tmdb.org/t/p/w440_and_h660_face/dzB58d6fNrTEi7nBAU1tySJc2at.jpg,https://themoviedb.org/person/6886
6949,"An American actor, producer, director, and fashion designer.  Over the last 30 years of his career, Malkovich has appeared in more than 70 motion pictures.  For his roles in Places in the Heart and In the Line of Fire, he received Academy Award nominations...",1953-12-09,"Christopher, Illinois, USA",,518,John Malkovich,https://image.tmdb.org/t/p/w440_and_h660_face/5coH0AExljEnbseCXKL4CDOVQj8.jpg,https://themoviedb.org/person/6949
7017,"Roger Michell (born 5 June 1956) is an English theatre, television and film director...",1956-06-05,South Africa,,585011,Roger Michell,https://image.tmdb.org/t/p/w440_and_h660_face/9gYGbwU9R1gpONfZONCVXyQn7t9.jpg,https://themoviedb.org/person/7017
7056,"Emma Thompson (born 15 April 1959) is a British actress, comedian and screenwriter.  Her first major film role was in the 1989 romantic comedy The Tall Guy.  In 1992, Thompson won multiple acting awards, including an Academy Award and a BAFTA Award for Best Actress, for her performance in the British drama Howards End.  The following year Thompson garnered dual Academy Award nominations, as Best Actress for The Remains of the Day and as Best Supporting Actress for In the Name of the Father...",1959-04-15,"Paddington, London, England",,668,Emma Thompson,https://image.tmdb.org/t/p/w440_and_h660_face/odPswHsSsed56uHeVWmABKKlXlX.jpg,https://themoviedb.org/person/7056
7166,"Kevin Pollak is an American actor, impressionist, game show host, and comedian.  He started performing stand-up comedy at the age of 10 and touring professionally at the age of 20.  In 1988, Pollak landed a role in George Lucas' Willow, directed by Ron Howard, and began his acting career...",1957-10-30,"San Francisco, California, USA",,1629,Kevin Pollak,https://image.tmdb.org/t/p/w440_and_h660_face/jWhKIVtmc3vIoS2l1VsdNwMAMJB.jpg,https://themoviedb.org/person/7166
7167,"Don Rickles, nicknamed ""Mr.  Warmth"", was an American stand-up comedian and actor.  He acted in comedic and dramatic roles, but is best known as an insult comic.  He enjoyed a sustained career as such, thanks to his distinctive humor, wit, and impeccable timing.  Rickles frequently appeared as a guest on The Tonight Show Starring Johnny Carson...",1926-05-08,"Queens, New York, U.S.",2017-04-06,725543,Don Rickles,https://image.tmdb.org/t/p/w440_and_h660_face/iJLQV4dcbTUgxlWJakjDldzlMXS.jpg,https://themoviedb.org/person/7167
7187,"From Wikipedia, the free encyclopedia. 

Richard Donner (born April 24, 1930) is an American film director, film producer, and comic book writer.  The production company The Donners' Company is owned by Donner and his wife, producer Lauren Shuler Donner.  After directing the horror film The Omen, Donner became famous for the hailed creation of the first modern superhero film, Superman, starring Christopher Reeve...",1930-04-24,"New York City, New York, USA",,1149,Richard Donner,https://image.tmdb.org/t/p/w440_and_h660_face/sAXmO0GTe3OuOfUrjxpn7sFH4Wx.jpg,https://themoviedb.org/person/7187
7268,"From Wikipedia, the free encyclopedia

Max Perlich (born March 28, 1968) is an American film and television actor...",1968-03-28,Cleveland - Ohio - USA,,1611,Max Perlich,https://image.tmdb.org/t/p/w440_and_h660_face/hdyemQG5w6xGtcDsqnuZkZV11nG.jpg,https://themoviedb.org/person/7268
7447,"An American actor who has appeared on film, stage, and television.  Baldwin first gained recognition through television for his work, for two seasons (6 and 7), on the soap opera Knots Landing, in the role of Joshua Rush...",1958-04-03,"Amityville, New York, USA",,285,Alec Baldwin,https://image.tmdb.org/t/p/w440_and_h660_face/hzKy7x574eeUS3wt1R3yvWBRpeR.jpg,https://themoviedb.org/person/7447
7467,"David Andrew Leo Fincher (born August 28, 1962) is an American film director and music video director.  Known for his dark and stylish thrillers, such as Seven (1995), The Game (1997), Fight Club (1999), Panic Room (2002), and Zodiac (2007), Fincher received Academy Award nominations for Best Director for his 2008 film The Curious Case of Benjamin Button and his 2010 film The Social Network, which also won him the Golden Globe and the BAFTA for best director...",1962-08-28,"Denver, Colorado, USA",,399,David Fincher,https://image.tmdb.org/t/p/w440_and_h660_face/wdBeQXDNbbjkIKXHeEZtQShwSDM.jpg,https://themoviedb.org/person/7467
7633,"From Wikipedia, the free encyclopedia. 

Leslie William Nielsen, OC (11 February 1926 – 28 November 2010) was a Canadian and naturalized American actor and comedian.  Nielsen appeared in over one hundred films and 1,500 television programs over the span of his career, portraying over 220 characters.  Born in Regina, Saskatchewan, Nielsen enlisted in the Royal Canadian Air Force and worked as a disc jockey before receiving a scholarship to Neighborhood Playhouse...",1926-02-11,"Regina, Saskatchewan, Canada",2010-11-28,558,Leslie Nielsen,https://image.tmdb.org/t/p/w440_and_h660_face/u5vWl5dw69Nf89f905Qb5JqEVL3.jpg,https://themoviedb.org/person/7633
